"ID","Exporter","E-mail Address","Postal Address","Physical Address","Location","Registration Date","Renewal Date"
"3FEATHERS","Normans Nectar Apiaries Limited trading as Normans Nectar","normansnectar@hotmail.com","501 Oparure Road RD5 Te Kuiti 3985","501 Oparure Road, RD5","Te Kuiti","27/01/2021","27/01/2022"
"BOOTS1","Northern Bush Products Limited","northernbushproducts@gmail.com","PO Box 109 Opua 0241","71 Rigden Road","Opua","22/09/2020","22/09/2021"
"HH3","Northern Marine Machining 2010 Limited","info@nmm.net.nz","PO Box 1729 Whangarei 0140","223 Port Road, Port Whangarei","Whangarei 0110","13/11/2019","13/11/2021"
"BBEMXIM11","Northlandexim NZ","sunilkaruthedath@gmail.com","47 Tarewa Road Morningside Whangarei 0110","47 Tarewa Road, Morningside","Whangarei 0110","9/10/2020","9/10/2021"
"NZ99999","Nouriz Limited","y.tang@xtra.co.nz","4 Halifax Avenue Epsom Auckland 1051","Suite 1B, 41 Bath Street Parnell","Auckland 1052","14/04/2011","19/02/2022"
"TBL12","NRG Group Limited","sgrant4812@hotmail.com","76 Bluegrey Ave Stonefields Auckland 1072","438b Rosebank Road, Avondale","Auckland 1025","11/06/2013","3/05/2021"
"NRGPLUS29","NRG Plus Limited","rachelle@nrgplus.co.nz","119 Torkar Road Clarks Beach Auckland 2122","21 Manadon Street, Spotswood","New Plymouth 4314","30/05/2018","6/07/2022"
"NSFIL1","NSF International Logistics Limited trading as NSF Express","info@nsf.co.nz","Unit S, 63 Hugo Johnston Dr, Penrose, Auckland 1061 New Zealand","Unit S, 63 Hugo Johnston Dr","Auckland","31/10/2019","31/10/2021"
"NUTRA2011","NUTRA FOODS 2011 LIMITED","terry@nutrafoods.co.nz"," ","Unit 3, 33 Airdrie Road, Ranui","Auckland 0612","27/09/2019","27/09/2021"
"NUTRAGEN1","Nutragenesis Co., Limited","roc.nz@outlook.com","24 McClintock Road Massey Auckland 0614","24 McClintock Road, Massey","Auckland","2/06/2020","2/06/2021"
"NUTREL1","Nutrel Limited","info@nutrel.com","191 Morrin Road Saint Johns Auckland 1072","191 Morrin Road, Saint Johns","Auckland","27/02/2020","27/02/2022"
"NUTRI888","Nutri Growth NZ Limited","tiffany@c-force.co.nz","PO Box 62062 Sylvia Park Auckland 1644","5 Carmont Place, Mount Wellington","Auckland","27/08/2015","5/05/2022"
"EATME13","Nutrition Direct Limited","eatmesupps@gmail.com","502 Wairakei Rd Burnside Christchurch 8053 New Zealand","502 Wairakei Rd, Burnside","Christchurch 8053","12/01/2015","20/01/2022"
"NFL2","Nutritious Foods Limited","kenneth@nutritiousfoods.co.nz","PO Box 12786 Penrose Auckland 1642","Unit 6, 930 Great South Road, Penrose","Auckland 1061","16/02/2021","16/02/2022"
"NUTRI2020","Nutrizilla Group Limited","nutrizilla@outlook.com","4 Kaniere Place Auckland 2012 New Zealand","4 Kaniere Place","Auckland 2012","4/11/2020","4/11/2021"
"NB01","Nutrizone Limited","info@nutrizone.co.nz","PO Box 878 Pukekohe Auckland 2340","12 Cape Hill Road, Pukekohe","Auckland","20/08/2018","20/08/2021"
"ZYB911","NUWA NewZealand Limited","steve@nuwa.com.au"," ","37 Matuhi Rise, Henderson","Auckland 0612","4/08/2020","4/08/2021"
"NUX10","Nuxten NZ Limited","account@nuxten.co.nz","PO BOX 217019, Botany Junction Auckland 2164","52A Stonedon Drive, East Tamaki","Auckland","27/08/2018","27/08/2021"
"101307G","NZ Bakels Limited","export@nzbakels.co.nz","P O Box 12844 Penrose AUCKLAND 1642","421-429 Church Street East, Penrose","Auckland","18/01/2002","1/12/2021"
"NZBEES11","NZ Bees Limited","brucelowe@xtra.co.nz","14 Morton Road RD 4 Katikati 3181","14 Morton Road, RD 4","Katikati","15/07/2020","15/07/2021"
"NZBIO4U","NZ Bio Limited","nzbio4u@gmail.com","41 Penruddock Rise Westmorland Christchurch 8025","41 Penruddock Rise, Westmorland","Christchurch","4/12/2018","4/12/2021"
"40579017D","NZ Bio Pharma Limited","vivian@bionzpharma.com"," ","42 Ranginui Street Ngongotaha","Rotorua 3010","6/01/2021","6/01/2022"
"NZDPL1","NZ Dairy Packaging Limited","operations@nzdairypackaging.co.nz","PO Box 23 132 Hornby 8445 Canterbury","8 Detroit Drive","Rolleston","22/08/2018","22/08/2021"
"NZFSL1","NZ Food Supplies Limited","parvez@nzfsl.co.nz"," ","46A Stanley Street, Parnell","Auckland 1010","27/09/2019","27/09/2021"
"NZGK1","NZ Gamekeepers Limited trading as NZGK Possum Fibre","info@nzgamekeepers.co.nz","PO Box 61 Whataroa South Westland 7857","70 Main Road, Whataroa","South Westland","1/04/2020","1/04/2022"
"NZGOLD88","NZ Gold Health Limited","info@nzgoldhealth.com","Unit 2-4 72 Dominion Road Mount Eden Auckland 1024","Unit 2-4, 72 Dominion Road, Mount Eden","Auckland","25/09/2017","25/09/2021"
"GOODWILL9","NZ Goodwill International Limited","nzgoodwill2016@gmail.com","3 Para Close, Fairview Heights, Auckland 0632 New Zealand","3 Para Close, Fairview Heights","Auckland","24/11/2016","24/11/2021"
"NZCAM88","NZ Health Trading Limited","samrachsay@gmail.com","17 Fairwater Road Warkworth Auckland 0910","17 Fairwater Road, Warkworth","Auckland 0910","3/06/2020","3/06/2021"
"FEIFEI83","NZ HEALTH TREE LIMITED","ky1983ky@gmail.com","27 Puketea St Blockhouse Bay Auckland 0600","980 New North Road","Auckland 1025","29/05/2019","29/05/2022"
"HVH001","NZ Honey Group Limited"," "," ","33 Havelock Road, Havelock North","Hawkes Bay 4130","28/07/2020","1/05/2021"
"OM1914","NZ Logistics Limited","patel.nyss@gmail.com"," ","77 Main South Road","Rolleston 7614","15/07/2020","15/07/2021"
"ZEEHONEY8","NZ MANUKA PRODUCTS NZ","pranyard2017@gmail.com"," ","9 Mattson Road, Pakuranga","Auckland 2010","28/09/2018","28/09/2021"
"NZMD1","NZ Marlborough Dairy Limited","frank.tsai121@gmail.com","PO Box 12 Blenheim 7201","12 Seafair Close","Riverlands","18/05/2018","17/04/2022"
"NZMPL1","NZ Meat Processors Limited","anna@acpetfoods.co.nz","5264 State Highway 26 RD 2 Te Aroha 3392","5264 State Highway 26, RD 2","Te Aroha 3392","10/10/2017","10/10/2021"
"MISSILAND1","NZ Missiland Limited","firelyc0311@hotmail.com","4a Roys Road Weymouth Auckland 2103","4a Roys Road, Weymouth","Auckland 2103","13/04/2021","13/04/2022"
"NZNBL15","NZ Natural Beef and Lamb Limited","ahmad.zainudin@gmail.com","2/10 Pierce Road Milford Auckland 0620","2/10 Pierce Road, Milford","Auckland 0620","1/07/2020","24/04/2021"
"NZNHP1","NZ Natural Healthy Products Limited","selena711011@gmail.com"," ","10 Bisley Road, The Homestead, Ruakura Research Centre","Hamilton 3214","18/11/2020","18/11/2021"
"NZ2505","NZ Premier Limited","kevin@nzpremier.co.nz","PO Box 302-029 North Harbour Auckland 0751","14D Vega Place, Rosedale","Auckland 0632","22/11/2018","22/11/2021"
"JINGMEI1","NZ STARS LIMITED","info@nzstars.co.nz"," ","3 Elie Place Wattle Downs","Auckland","12/05/2020","12/05/2021"
"NZSF01","NZ Superfood and Company Limited","jun@nzsuperfood.co.nz","Level 3 Building 4 61 Constellation Drive Rosedale Auckland 0632","Level 3, Building 4, 61 Constellation Drive, Rosedale","Auckland","19/05/2020","19/05/2021"
"NZSCLTD1","NZ Supply Chain Limited","info.nzltd@gmail.com","43 Kilkenny Drive Dannemora Auckland 2016","11 Vestey Drive, Mt Wellington","Auckland","11/12/2017","11/12/2021"
"NZTAX1","NZ Taxidermy Limited","nztaxidermy@gmail.com"," ","25 Brisbane Street, Sydenham","Christchurch 8023","11/11/2020","11/11/2021"
"NZUP2020","NZ Upstream Limited","andyz@remarkablegifts.co.nz"," ","Shop 4 13 Camp Street","Queenstown 9300","28/07/2020","28/07/2021"
"NZVENTURE1","NZ Venture B.V. Limited","bfeshiev@gmail.com","8 Central Terrace Kelburn Wellington 6012","8 Central Terrace, Kelburn","Wellington 6012","3/11/2017","9/11/2021"
"NZWAGYU1","NZ Wagyu Corporation Limited","contact@nzwagyu.com"," ","15 Michelle Road, Wigram","Christchurch","18/04/2019","18/04/2022"
"NZBC1","NZBC Export Limited","xinjinnz@yahoo.co.nz","3 Myrtle Street Hutt Central Lower Hutt 5010","3 Myrtle Street, Hutt Central","Lower Hutt","18/05/2020","18/05/2022"
"NZCC88EX","NZCC Limited","luke@nzcasings.co.nz","PO Box 380 Napier 4140","Site 30, Whakatu Industrial Park, Johnston Way,","Whakatu 4180","29/07/2014","29/07/2022"
"NZCTL1","NZChoice Trading Limited","20850753@qq.com"," ","3D/371 Khyber Pass Road, Newmarket","Auckland 1023","29/10/2020","29/10/2021"
"TNBP1","NZCO Trading Limited","export@nzcotrading.co.nz","PO Box 3899 Shortland Street Auckland 1140","Level 9, 45 Queen Street","Auckland","17/01/2019","17/11/2021"
"NZSEAFOOD1","NZCS Operations Limited","peter.fletcher@nzcs.co"," ","7 Bolt Place","Christchurch 8053","27/03/2019","27/03/2022"
"UBEE1","NZDK Investment Limited","william@pjgroup.net.nz","PO BOX 5485, 151 Victoria St West, Auckland 1010","Unit 1104 300 Queen Street","Auckland","17/07/2020","17/07/2021"
"NZFOCUS01","NZFocus (NZ) Limited","john@nzfocus.com","PO Box 109615 Newmarket Auckland 1149","301/6-8 Heather Street, Parnell","Auckland 1052","20/07/2017","18/06/2022"
"NZIPS1","NZI Products and Services Limited","anwargnz@gmail.com","29 Berkley Avenue Hillcrest Hamilton 3216","29 Berkley Avenue, Silverdale","Hamilton 3216","23/03/2017","23/03/2022"
"NZLAND1","NZLANDSHOP Limited","nzlandshop@gmail.com","Unit 1A 3 Pukaki Road Yaldhurst Christchurch 8042","Unit 1A, 3 Pukaki Road, Yaldhurst","Christchurch","12/09/2019","12/09/2021"
"NZOZ1","NZOZ Trade Limited","nzoz.trade@hotmail.com"," ","Suite 14, 150 Symonds Street, Eden Terrace","Auckland 1040","13/05/2019","27/07/2021"
"NZPR888","NZPR Group Limited","nzpr.group@xtra.co.nz","P O Box 5528 CHRISTCHURCH 8052","16 Sawyers Arms Road","Christchurch 8052","24/07/2015","12/11/2021"
"8NZPT8","NZPT International Limited trading as La Nature Precieuse","stevenc@thepreciousnature.co.nz","PO Box 80143 Riccarton Christchurch 8440","497 Marshland Road","Christchurch","4/11/2019","30/08/2021"
"HANANIM1","NZQueenbee Limited","nzqueenbeehoney@gmail.com","61A Fred Taylor Drive Westgate Auckland 0814","61A Fred Taylor Drive, Westgate","Auckland 0814","27/03/2015","9/04/2022"
"BBEI0011","NZZS Purelife Limited","beibing100@hotmail.com","133 Cyril French Drive Flat Bush Manukau 2016","133 Cyril French Drive, Flat Bush","Manukau","21/03/2014","11/09/2021"
"OBRIEN21","O'Brien Agriculture Limited trading as Hunt and Gather Bee Co","huntandgatherbeeco@gmail.com","104 Te Papatapu Road RD2 Raglan 3296","104 Te Papatupu Road, RD2","Raglan","19/04/2021","19/04/2022"
"GMP2","O2B Healthy Limited","kevin@o2bhealthy.nz","PO Box 3112 Richmond Nelson 7050","7 Elms Street, Stoke","Nelson","31/08/2016","31/08/2021"
"SS01","Ocean Shell Limited","bhavik@oceanshellnz.com","PO Box 42 RIVERTON 9847","80 Bath Road","Riverton 9847","27/10/2016","26/08/2021"
"OCEANFIT7","Oceanfit Limited","seren@oceanfitnz.com","PO Box 137218 299 Parnell Road Parnell Auckland 1052","Suite 18, Level 1, 130 St Georges Bay Road, Parnell","Auckland 1052","9/07/2020","9/07/2021"
"NZ818","Oceania Dairy Limited","shane.lodge@oceaniadairy.co.nz","PO Box 891 Timaru 7940","Cooneys Road, Glenavy","South Canterbury","25/06/2014","5/05/2022"
"NZPET1","Oceania Meat Processors NZ LP","accounts@oceaniameats.co.nz","P O Box 102 TIMARU 7940","203 Fraser Street","Timaru 7910","5/12/2002","7/12/2021"
"L893","Oceania Seafoods Limited","nigel@oceaniaseafoods.co.nz","53 Arthur Street Upper Riccarton CHRISTCHURCH 8041","53 Arthur Street, Upper Riccarton","Christchurch","9/07/2010","24/05/2022"
"OTVEXPORT1","Oceania TV Limited","alice@otv.co.nz"," ","421 Karori Road, Karori","Wellington 6012","14/12/2020","14/12/2021"
"MNL1","Oceanika Limited","yantli@hotmail.com","PO Box 24383 Royal Oak Auckland 1345","80J Kerwyn Ave, East Tamaki","Auckland 2013","22/10/2020","22/10/2021"
"88888","Oceans Best Limited","accounts@oceansbest.co.nz","Po Box 90559 Victoria Street West Auckland 1142","78 Hobsonville Road, West Harbour","Auckland 0618","15/10/2018","15/10/2021"
"OCEANZ1","Oceanz Blue - A Division of Aotearoa Fisheries Limited","Ryan.Lanauze@moana.co.nz","PO Box 108 Ruakaka 0151","Bream Bay Aquaculture Park, Station Road","Ruakaka 0116","7/05/2007","7/05/2022"
"OCEANZ85","Oceanz New Zealand Limited","thibaud@oceanz.net.nz","5 Greenfinch Road Hobsonville Auckland 0616","5 Greenfinch Road, Hobsonville","Auckland 0616","2/07/2019","2/07/2021"
"OETE01","Oete Investments Limited","abby@oetegoatfarm.co.nz","58 Cuff Road Patumahoe Auckland 2679","67 Cuff Road, Patumahoe","Auckland","10/06/2020","10/06/2022"
"JBH01","OFS Exports Limited","trevor.stewart@onefoodsource.com","PO Box 17506 Greenlane, Auckland 1546","Level 3, 666 Great South Road, Ellerslie","Auckland 1051","9/12/2014","18/12/2021"
"ZWITT42","Oha Honey Limited Partnership","qa@ohahoney.com","P.O. Box 340 MASTERTON 5810","17 Edwin Feist Place","Masterton","15/09/2016","4/12/2021"
"WESHONEY1","Oha Owhaoko Honey Limited Partnership","qa@ohahoney.com","17 Edwin Feist Place PO Box 340 Masterton 3810","19 D Manuka Street","Taupo 3378","4/05/2018","4/05/2021"
"MFL1","Ohuka Farms Limited","mohair@hotmail.co.nz"," ","38 Amberfields Way","Drury","4/11/1999","1/05/2022"
"OKBA1","Okains Bay Seafood Limited","leanne@okbfish.co.nz","PO Box 170 Lyttelton 8841","23 Humphries Drive","Christchurch","14/08/2018","14/08/2021"
"OKASHI577","Okashi House (NZ) Limited","okashi.okashihouse@gmail.com"," ","577 Dominion Road, Mount Eden","Auckland 1041","25/02/2021","25/02/2022"
"OA3","Okiwi Apiaries Limited","cilla.w@wnation.net.nz","PO Box 46 Port Fitzroy Great Barrier Island 0963","32 Mabey Road, Okiwi","Great Barrier Island","10/06/2016","10/06/2022"
"1OMEGAFLEX","OmegaFlex NZ Limited","keith@omegaflex.co.nz","Tirimoana House 257 Anakiwa Road RD1, Picton 7281","Tirimoana House, 257 Anakiwa Road, RD1","Picton","14/04/2021","14/04/2022"
"ONEONE1","Oneone Health Group Limited","lisa.liu@oneonehealth.co.nz","15A Paul Matthews Road Rosedale Auckland 0632","Unit 116, 443 East Tamaki Road, East Tamaki","Auckland","17/01/2017","2/08/2021"
"SERATEC21","Online Associates Limited trading as Seratec NZ","admin@seratec.co.nz","PO Box 54 075 The Marina Auckland 2144","38A Devon Road, Bucklands Beach","Auckland 2012","24/11/2020","24/11/2021"
"OFNZ2020","ONLYFROMNZ LIMITED","paul@onlyfromnz.co.nz","408 Ohariu Valley Road Ohariu Wellington 6037 New Zealand","408 Ohariu Valley Road, Ohariu","Wellington 6037","22/12/2020","22/12/2021"
"ONUKU01","Onuku Limited","lucy@onukuhoney.co.nz","10 Gateway Crescent RD4 Whakatane 3194","10 Gateway Crescent","Whakatane 3120","1/10/2019","1/10/2021"
"OMAHA1001","OOB Foods LP","rauton@oobfoods.com","PO Box 16 Matakana 0986","89 Jones Road","Omaha","1/07/2016","11/04/2022"
"DTL02","Open Country Dairy Limited","Praveena.Rawls@opencountry.co.nz","PO Box 11159 Ellerslie Auckland 1542","8 Business Parade South, East Tamaki","Auckland 2013","22/12/2009","15/04/2022"
"OPL1ST","Optimus Prime Logistics Limited","accounts@oplogistics.co.nz"," ","10D Orbit Drive, Rosedale","Auckland 0632","12/05/2021","12/05/2022"
"ORA19","Ora International Trading Limited","allen.chen@nunu.co.nz"," ","7/35 Allens Road, East Tamaki","Auckland","12/09/2019","12/09/2021"
"OWP1","Orana Wildlife Park","olivia@oranawildlifepark.co.nz","PO Box 5130 Papanui Christchurch 8542","793 Mcleans Island Road, Mcleans Island","Christchurch","8/10/2015","16/08/2021"
"ORA1","Oranutrition Limited","qa@oranutrition.co.nz","PO Box 97287 Manukau Auckland 2241","14 Earl Richardson Ave, Wiri","Auckland","7/12/2018","7/12/2021"
"ORAVIDA01","Oravida NZ Limited","gillian.caskie@oravida.com","PO Box 106-123 Auckland 1010","Level 3, 139 Quay Street, Auckland City","Auckland 1010","14/10/2013","24/08/2021"
"OREGIN1","Oregin Lab Limited","skylder7@gmail.com","4/10 Canaveral Drive, Rosedale, Auckland","4/10 Canaveral Drive, Rosedale","Auckland","18/05/2020","18/05/2021"
"KIWIORG18","Organic Dairy Hub Co-Operative New Zealand Limited","hayley@organicdairyhub.co.nz","PO Box 9466 Waikato Mail Centre Hamilton 3420","c/- Innovation Park Limited, 9 Melody Lane, Ruakura","Hamilton","23/02/2018","23/02/2022"
"OFNZ168","Organic Farm New Zealand Limited","office@organicfarmnz.co.nz","PO Box 225 Te Anau 9640","914 Takaro Road","Te Anau","12/11/2020","12/11/2021"
"BB0032","Organic Living Limited","binnie@organicliving.co.nz","30 Harvey Street Tauranga 3112","30 Harvey Street","Tauranga","15/12/2014","15/12/2021"
"OPLUS1","Organic Plus Limited","account@fltnz.com","54A Northcote Road Northcote Auckland 0627","54A Northcote Road, Northcote","Auckland","27/08/2019","27/08/2021"
"ORGENZ2018","Orgenz 2018 Limited","pete@orgenz.co.nz","21 Greenstone Place, Fernhill, Queenstown, 9300 New Zealand","17 Stevenson Avenue, Sawyers Bay","Dunedin","31/10/2018","31/10/2021"
"ORIANA20","Oriana Enterprises Limited","info@oriana.co.nz","241 Onehunga Mall Onehunga Auckland 1643","25 Mandeville Street Riccarton","Christchurch 8011","24/01/2020","24/01/2022"
"ORIGIN1","Origin South Food Co Limited","dion@originsouth.com","16 Richardson Avenue Burleigh Blenheim 7201","16 Richardson Avenue","Blenheim","14/01/2020","14/01/2022"
"OGSH8","Original Source Hub Limited","william.zhuang@ogsh.co.nz"," ","Suite 4, Level 1 15 Anzac Street Takapuna","Auckland 0622","17/11/2020","17/11/2021"
"ORION2000M","Orion 2000 Limited","jo@orion2000.co.nz","PO Box 137 166 Parnell Auckland 1151","85 Portland Road, Remuera","Auckland 1050","27/06/2005","27/06/2022"
"OWEL1","Otago Wool Exports Limited","sally@joma.co.nz","PO Box 8332 Christchurch 8440","63 Mandeville Street, Riccarton","Christchurch","17/11/1999","1/05/2022"
"OTAIKAEGG1","Otaika Valley Free Range Eggs Limited","william@otaikavalleyeggs.co.nz","PO Box 616 Rotorua","725 State Highway 1, RD8","Whangarei","17/04/2020","17/04/2021"
"OTAPAWA1","Otapawa Station Limited","dcrobbie@xtra.co.nz","255 Haunui Road RD3 Eketahuna 4996","255 Haunui Road, Tiraumea","Tararua District","11/05/2020","11/05/2021"
"OTTOGI1997","Ottogi New Zealand Limited","kelly.park@ottogi.co.nz","PO Box 72010 Papakura Auckland 2244","76 Rangi Road, Takanini","Auckland","1/06/2011","5/05/2022"
"AFL31","Ovation New Zealand Limited","compliance@ovation.co.nz","P.O. Box 2646 Stortford Lodge Hastings 4153","First Floor, 210 Maraekakaho Road","Hastings","5/02/2003","1/05/2022"
"OWHAOKO1","Owhaoko A East and A1B Blocks Trust","hello@owhaoko.com","PO Box 2135 Taupo 3351","15/20 Totara Street","Taupo 3330","24/08/2020","24/08/2021"
"GE153","Oxford Deer Products Limited","shaenaz@cknz.co.nz","377 Bayley Road RD 3 Te Awamutu 3873","197 Harrison Drive","Te Awamutu","1/11/1999","2/05/2022"
"OXFORD21","Oxford Farm Limited","office@oxfordfarm.nz","29 Thompsons Road Oxford 7495","29 Thompsons Road","Oxford","22/06/2021","22/06/2022"
"PJK2","P J Kinsman & Company Limited","pjk@pjkinsman.co.nz"," ","64 Oakgrove Drive","Rangiora","30/04/2020","30/04/2022"
"PCH2448","P. Carol Hayes trading as Portable Pets","bluhaze@xtra.co.nz","174 Dominion Road Tuakau 2121","174 Dominion Road","Tuakau","7/06/2002","7/06/2021"
"2002STEENS","P.A. & S.C. Steens Limited","talia@steenshoney.com","PO Box 15387 24 Paerangi Place Tauriko Tauranga 3110","298 Manaia Road, RD 5","Masterton 5810","3/04/2002","3/04/2022"
"PHR01","P.H.R. Processing Limited","patrick@omegaseafood.com","PO Box 493 Blenheim 7240","4 Seafair Close, Cloudy Bay Business Park","Blenheim","27/10/2017","7/08/2021"
"PSHONEY6","P.S. Honey Limited","beeregarden@gmail.com","9 Factory Road Takaka 7110","9 Factory Road, Takaka","Tasman","26/05/2016","26/05/2022"
"PVW1","P.V. Weber Wools Limited","peterweber@xtra.co.nz","54 Collingwood Street Hokowhitu Palmerston North 4410","Kawakawa Road","Feilding","19/04/2001","19/04/2022"
